name,dietId,instructions
Boiled Toasted Beef with Seared Chicken and Herbed Turkey,2,Sauté the toasted beef. Steam the seared chicken. Bake the herbed turkey. Grill the spicy sardines.
Steamed Shredded Shrimp with Herbed Green Beans and Toasted Sardines,4,Boil the shredded shrimp. Marinate the herbed green beans. Steam the toasted sardines. Boil the toasted radishes. Steam the spicy spinach. Grill the cooked radishes.
Stir-Fried Seared Cabbage with Cooked Celery and Blanched Salmon,4,Grill the seared cabbage. Grill the cooked celery. Steam the blanched salmon. Mix the marinated radishes. Steam the grilled avocado.
Boiled Herbed Green Beans with Cooked Radishes and Fresh Walnuts,4,Fry the herbed green beans. Grill the cooked radishes. Grill the fresh walnuts. Bake the minced radishes. Grill the toasted green beans.
Roasted Herbed Kidney Beans with Fresh Kale and Butter-Roasted Cucumber,1,Fry the herbed kidney beans. Boil the fresh kale. Marinate the butter-roasted cucumber. Boil the toasted avocado. Mix the boiled carrots. Marinate the marinated almonds.
Grilled Spicy Pasta with Crispy Tofu and Marinated Spinach,3,Mix the spicy pasta. Marinate the crispy tofu. Fry the marinated spinach.
Sautéed Marinated Peppers with Crispy Spinach and Marinated Beets,5,Chop the marinated peppers. Bake the crispy spinach. Sauté the marinated beets. Boil the sautéed quinoa. Mix the butter-roasted tomatoes. Chop the smoked sweet potatoes.
Steamed Toasted Tomatoes with Seared Pumpkin and Seared Peas,1,Bake the toasted tomatoes. Marinate the seared pumpkin. Sauté the seared peas.
Marinated Fresh Garlic with Spicy Oats and Roasted Pasta,3,Bake the fresh garlic. Steam the spicy oats. Chop the roasted pasta. Bake the herbed beets. Steam the spicy green beans.
Grilled Caramelized Beets with Candied Tofu and Raw Chickpeas,3,Grill the caramelized beets. Chop the candied tofu. Bake the raw chickpeas. Boil the toasted black beans.
Sautéed Stuffed Onions with Herbed Eggs and Dried Seaweed,3,Grill the stuffed onions. Fry the herbed eggs. Steam the dried seaweed. Steam the marinated yogurt. Grill the fresh barley. Marinate the marinated chickpeas.
Steamed Chopped Turkey with Fried Avocado and Marinated Beef,2,Sauté the chopped turkey. Grill the fried avocado. Fry the marinated beef.
Stir-Fried Boiled Walnuts with Caramelized Chicken and Mashed Eggs,2,Boil the boiled walnuts. Grill the caramelized chicken. Bake the mashed eggs. Sauté the herbed turkey.
Grilled Butter-Roasted Tofu with Baked Cauliflower and Caramelized Celery,5,Fry the butter-roasted tofu. Fry the baked cauliflower. Mix the caramelized celery. Grill the candied tomatoes. Marinate the minced lentils.
Pan-Seared Blanched Pumpkin with Spicy Eggs and Pickled Cashews,3,Grill the blanched pumpkin. Boil the spicy eggs. Marinate the pickled cashews. Boil the baked barley.
Sautéed Smoked Avocado with Stuffed Sardines and Steamed Salmon,4,Mix the smoked avocado. Mix the stuffed sardines. Chop the steamed salmon.
Steamed Cooked Cucumber with Crispy Turkey and Steamed Cucumber,4,Mix the cooked cucumber. Sauté the crispy turkey. Marinate the steamed cucumber. Grill the cooked shrimp. Steam the crispy yogurt.
Pan-Seared Shredded Green Beans with Smoked Cabbage and Fresh Walnuts,4,Boil the shredded green beans. Steam the smoked cabbage. Fry the fresh walnuts.
Grilled Candied Coconut with Fresh Cabbage and Pickled Tempeh,1,Mix the candied coconut. Steam the fresh cabbage. Chop the pickled tempeh. Steam the raw celery. Marinate the shredded seaweed. Fry the fried green beans.
Pan-Seared Cooked Oats with Caramelized Barley and Fried Quinoa,3,Chop the cooked oats. Boil the caramelized barley. Grill the fried quinoa.
Stir-Fried Steamed Beets with Minced Seaweed and Cured Peppers,5,Chop the steamed beets. Mix the minced seaweed. Bake the cured peppers. Bake the raw carrots. Fry the stuffed zucchini. Bake the herbed peas.
Baked Sautéed Oats with Mashed Oats and Chopped Kale,3,Sauté the sautéed oats. Marinate the mashed oats. Mix the chopped kale. Marinate the roasted peas. Fry the butter-roasted beets.
Grilled Minced Tempeh with Boiled Peas and Roasted Cashews,1,Fry the minced tempeh. Boil the boiled peas. Marinate the roasted cashews. Chop the frozen peppers.
Baked Pickled Cabbage with Cooked Celery and Crispy Yogurt,4,Chop the pickled cabbage. Chop the cooked celery. Boil the crispy yogurt. Bake the sautéed green beans. Chop the crispy zucchini.
Baked Fried Avocado with Smoked Beef and Fresh Avocado,2,Boil the fried avocado. Chop the smoked beef. Steam the fresh avocado. Fry the stuffed almonds.
Stir-Fried Fried Almonds with Fried Rice and Mashed Kale,3,Steam the fried almonds. Boil the fried rice. Bake the mashed kale. Mix the spicy pasta. Fry the grilled pasta.
Marinated Fried Shrimp with Roasted Celery and Marinated Beets,5,Grill the fried shrimp. Boil the roasted celery. Chop the marinated beets. Grill the smoked onions. Sauté the blanched black beans. Steam the seared rice.
Baked Pickled Cashews with Cured Seaweed and Cured Milk,3,Boil the pickled cashews. Bake the cured seaweed. Sauté the cured milk. Grill the herbed garlic. Marinate the butter-roasted milk.
Stir-Fried Raw Kale with Fresh Kidney Beans and Shredded Seaweed,1,Steam the raw kale. Steam the fresh kidney beans. Marinate the shredded seaweed. Sauté the boiled carrots. Bake the sautéed radishes. Mix the minced peppers.
Marinated Grilled Chicken with Dried Shrimp and Baked Eggs,2,Bake the grilled chicken. Chop the dried shrimp. Bake the baked eggs. Chop the fried avocado.
Pan-Seared Grilled Green Beans with Fried Carrots and Seared Black Beans,5,Chop the grilled green beans. Steam the fried carrots. Mix the seared black beans.
Marinated Chopped Beef with Shredded Walnuts and Marinated Beef,2,Mix the chopped beef. Fry the shredded walnuts. Chop the marinated beef. Marinate the candied chicken.
Baked Baked Beef with Seared Coconut and Stuffed Shrimp,2,Marinate the baked beef. Grill the seared coconut. Mix the stuffed shrimp. Boil the caramelized avocado. Fry the blanched sardines.
Pan-Seared Chopped Cauliflower with Marinated Zucchini and Grilled Beets,5,Marinate the chopped cauliflower. Marinate the marinated zucchini. Chop the grilled beets. Steam the sautéed spinach. Bake the raw quinoa.
Sautéed Minced Radishes with Dried Yogurt and Roasted Walnuts,4,Marinate the minced radishes. Fry the dried yogurt. Mix the roasted walnuts. Mix the spicy cabbage.
Sautéed Seared Sweet Potatoes with Marinated Onions and Cured Kale,5,Sauté the seared sweet potatoes. Chop the marinated onions. Steam the cured kale. Steam the butter-roasted rice. Boil the mashed shrimp. Mix the boiled kale.
Roasted Steamed Mushrooms with Fried Peppers and Mashed Shrimp,5,Marinate the steamed mushrooms. Chop the fried peppers. Marinate the mashed shrimp.
Baked Minced Edamame with Roasted Garlic and Cured Eggs,3,Fry the minced edamame. Chop the roasted garlic. Marinate the cured eggs.
Grilled Frozen Pasta with Sautéed Eggs and Toasted Pasta,3,Chop the frozen pasta. Fry the sautéed eggs. Mix the toasted pasta.
Baked Boiled Tempeh with Smoked Celery and Fresh Pumpkin,1,Grill the boiled tempeh. Bake the smoked celery. Sauté the fresh pumpkin.
Steamed Roasted Sardines with Dried Yogurt and Blanched Turkey,4,Marinate the roasted sardines. Boil the dried yogurt. Marinate the blanched turkey. Steam the steamed salmon. Bake the butter-roasted broccoli.
Grilled Roasted Corn with Sautéed Garlic and Chopped Peas,5,Boil the roasted corn. Grill the sautéed garlic. Marinate the chopped peas. Boil the baked edamame.
Pan-Seared Blanched Eggs with Seared Turkey and Stuffed Chicken,2,Steam the blanched eggs. Marinate the seared turkey. Mix the stuffed chicken.
Pan-Seared Frozen Mushrooms with Crispy Sweet Potatoes and Candied Spinach,1,Sauté the frozen mushrooms. Chop the crispy sweet potatoes. Marinate the candied spinach.
Baked Shredded Cabbage with Minced Celery and Sautéed Avocado,1,Mix the shredded cabbage. Fry the minced celery. Fry the sautéed avocado. Mix the frozen edamame. Marinate the raw edamame. Boil the smoked cashews.
Grilled Herbed Chickpeas with Fried Lentils and Roasted Onions,5,Boil the herbed chickpeas. Grill the fried lentils. Chop the roasted onions. Steam the raw green beans. Bake the smoked onions.
Baked Candied Sardines with Stuffed Salmon and Seared Chicken,2,Steam the candied sardines. Boil the stuffed salmon. Fry the seared chicken.
Steamed Spicy Chicken with Blanched Beef and Stuffed Almonds,2,Bake the spicy chicken. Marinate the blanched beef. Bake the stuffed almonds.
Steamed Baked Tempeh with Steamed Tempeh and Mashed Carrots,5,Sauté the baked tempeh. Boil the steamed tempeh. Sauté the mashed carrots.
Stir-Fried Baked Yogurt with Spicy Salmon and Butter-Roasted Almonds,4,Sauté the baked yogurt. Fry the spicy salmon. Bake the butter-roasted almonds. Grill the toasted cucumber. Steam the blanched salmon. Steam the herbed celery.
Marinated Minced Carrots with Marinated Onions and Caramelized Chickpeas,5,Grill the minced carrots. Steam the marinated onions. Mix the caramelized chickpeas. Mix the smoked peppers. Boil the cured edamame. Mix the toasted garlic.
Baked Dried Black Beans with Pickled Cashews and Herbed Tempeh,3,Bake the dried black beans. Bake the pickled cashews. Bake the herbed tempeh. Marinate the baked milk.
Boiled Sautéed Broccoli with Sautéed Chickpeas and Roasted Rice,5,Bake the sautéed broccoli. Sauté the sautéed chickpeas. Chop the roasted rice. Boil the minced carrots.
Grilled Raw Carrots with Fresh Lentils and Frozen Kidney Beans,5,Boil the raw carrots. Sauté the fresh lentils. Bake the frozen kidney beans. Boil the caramelized broccoli. Steam the baked broccoli. Mix the toasted rice.
Baked Fried Pumpkin with Cooked Zucchini and Roasted Carrots,5,Steam the fried pumpkin. Steam the cooked zucchini. Grill the roasted carrots. Grill the spicy garlic. Bake the baked cucumber. Mix the mashed cucumber.
Baked Fresh Chicken with Grilled Chicken and Mashed Chicken,2,Fry the fresh chicken. Boil the grilled chicken. Chop the mashed chicken.
Boiled Butter-Roasted Almonds with Candied Yogurt and Mashed Celery,4,Steam the butter-roasted almonds. Steam the candied yogurt. Sauté the mashed celery. Boil the seared spinach. Grill the caramelized cauliflower.
Marinated Frozen Cauliflower with Sautéed Sardines and Stuffed Cabbage,4,Fry the frozen cauliflower. Sauté the sautéed sardines. Mix the stuffed cabbage. Steam the stuffed spinach. Mix the crispy yogurt.
Pan-Seared Butter-Roasted Pumpkin with Seared Eggs and Frozen Celery,3,Boil the butter-roasted pumpkin. Grill the seared eggs. Mix the frozen celery.
Grilled Fresh Cabbage with Dried Walnuts and Roasted Chickpeas,1,Steam the fresh cabbage. Sauté the dried walnuts. Chop the roasted chickpeas.
Marinated Steamed Coconut with Dried Shrimp and Chopped Turkey,2,Boil the steamed coconut. Boil the dried shrimp. Bake the chopped turkey. Mix the mashed chicken. Marinate the pickled coconut. Grill the blanched eggs.
Roasted Toasted Cabbage with Cooked Sweet Potatoes and Cooked Carrots,1,Fry the toasted cabbage. Sauté the cooked sweet potatoes. Marinate the cooked carrots. Chop the roasted tofu.
Sautéed Pickled Peas with Cured Spinach and Butter-Roasted Barley,3,Steam the pickled peas. Marinate the cured spinach. Marinate the butter-roasted barley. Fry the smoked seaweed. Mix the butter-roasted oats.
Steamed Butter-Roasted Edamame with Grilled Almonds and Dried Walnuts,1,Steam the butter-roasted edamame. Bake the grilled almonds. Mix the dried walnuts. Steam the fresh peppers. Sauté the dried peas. Chop the toasted avocado.
Stir-Fried Caramelized Tofu with Cooked Tempeh and Pickled Zucchini,5,Mix the caramelized tofu. Boil the cooked tempeh. Boil the pickled zucchini.
Grilled Crispy Kidney Beans with Fried Shrimp and Candied Tomatoes,5,Steam the crispy kidney beans. Mix the fried shrimp. Boil the candied tomatoes.
Baked Sautéed Edamame with Spicy Kale and Toasted Peas,1,Grill the sautéed edamame. Marinate the spicy kale. Mix the toasted peas.
Boiled Shredded Lentils with Fried Corn and Shredded Spinach,1,Boil the shredded lentils. Fry the fried corn. Boil the shredded spinach.
Stir-Fried Boiled Garlic with Chopped Green Beans and Dried Lentils,1,Mix the boiled garlic. Fry the chopped green beans. Fry the dried lentils.
Steamed Fried Kidney Beans with Spicy Eggs and Toasted Black Beans,3,Fry the fried kidney beans. Marinate the spicy eggs. Fry the toasted black beans. Grill the cured broccoli. Sauté the smoked chickpeas. Bake the cooked oats.
Sautéed Dried Milk with Chopped Garlic and Minced Barley,3,Chop the dried milk. Fry the chopped garlic. Sauté the minced barley. Chop the chopped peppers.
Boiled Steamed Salmon with Baked Celery and Cured Celery,4,Grill the steamed salmon. Marinate the baked celery. Mix the cured celery. Boil the spicy almonds. Chop the pickled cabbage.
Pan-Seared Toasted Beef with Boiled Walnuts and Toasted Walnuts,2,Sauté the toasted beef. Chop the boiled walnuts. Chop the toasted walnuts. Marinate the dried sardines. Grill the candied sardines. Sauté the roasted shrimp.
Grilled Mashed Tofu with Crispy Tofu and Raw Oats,3,Boil the mashed tofu. Boil the crispy tofu. Boil the raw oats. Boil the butter-roasted milk. Grill the stuffed onions. Marinate the caramelized barley.
Steamed Toasted Cucumber with Boiled Green Beans and Baked Green Beans,4,Bake the toasted cucumber. Steam the boiled green beans. Steam the baked green beans. Marinate the chopped yogurt. Marinate the baked celery. Bake the caramelized cauliflower.
Baked Shredded Lentils with Frozen Tomatoes and Dried Ginger,1,Bake the shredded lentils. Bake the frozen tomatoes. Mix the dried ginger.
Pan-Seared Baked Kidney Beans with Candied Tofu and Marinated Sweet Potatoes,3,Chop the baked kidney beans. Fry the candied tofu. Sauté the marinated sweet potatoes. Marinate the minced broccoli. Boil the minced beets.
Roasted Mashed Beef with Cured Beef and Stuffed Salmon,2,Marinate the mashed beef. Sauté the cured beef. Marinate the stuffed salmon. Chop the spicy chicken.
Grilled Frozen Seaweed with Raw Garlic and Fried Garlic,1,Grill the frozen seaweed. Marinate the raw garlic. Sauté the fried garlic. Chop the minced celery.
Steamed Dried Quinoa with Shredded Peppers and Spicy Garlic,5,Mix the dried quinoa. Bake the shredded peppers. Fry the spicy garlic. Mix the chopped kidney beans. Mix the baked kale. Sauté the raw carrots.
Roasted Dried Salmon with Chopped Beef and Dried Shrimp,2,Sauté the dried salmon. Mix the chopped beef. Sauté the dried shrimp. Grill the toasted beef. Marinate the spicy chicken. Marinate the grilled chicken.
Baked Shredded Corn with Butter-Roasted Cucumber and Seared Peas,1,Grill the shredded corn. Fry the butter-roasted cucumber. Sauté the seared peas. Boil the cooked avocado. Mix the cooked sweet potatoes.
Boiled Seared Zucchini with Toasted Green Beans and Caramelized Almonds,4,Fry the seared zucchini. Marinate the toasted green beans. Sauté the caramelized almonds. Mix the dried zucchini.
